"Kod";"Nazwa";"saldo migracji na 1000 osób;ogółem;2016;[osoba]";"saldo migracji na 1000 osób;ogółem;2017;[osoba]";"saldo migracji na 1000 osób;ogółem;2018;[osoba]";"saldo migracji na 1000 osób;ogółem;2019;[osoba]";
2009052;"Sejny (2)";1,0;-4,5;4,2;-1,7;
2010011;"Siemiatycze (1)";-2,6;-3,9;-8,3;-8,1;
2010023;"Drohiczyn (3)";-6,8;-4,5;-4,6;-7,2;
2010032;"Dziadkowice (2)";-11,5;-2,9;-9,7;-9,1;
2010042;"Grodzisk (2)";-5,8;-2,1;-5,4;-1,9;
2010052;"Mielnik (2)";-10,2;-9,6;0,0;-5,1;
2010062;"Milejczyce (2)";-6,4;-13,1;-6,1;-6,9;
2010072;"Nurzec-Stacja (2)";-6,4;-6,0;-7,5;-8,1;
2010082;"Perlejewo (2)";-6,5;-10,8;-7,1;-12,2;
2010092;"Siemiatycze (2)";-0,3;0,5;2,5;3,1;
2011013;"Dąbrowa Białostocka (3)";-7,3;-6,2;-7,7;-6,5;
2011022;"Janów (2)";0,7;-3,8;-4,3;-0,7;
2011032;"Korycin (2)";-2,4;-7,9;-2,2;-7,4;
2011043;"Krynki (3)";-4,4;-2,9;-3,9;-7,5;
2011052;"Kuźnica (2)";-0,7;-8,1;-5,2;-5,8;
2011062;"Nowy Dwór (2)";-4,4;2,2;-4,1;-6,1;
2011072;"Sidra (2)";-1,1;-0,9;-8,3;-9,7;
2011083;"Sokółka (3)";-5,3;-4,2;-5,2;-3,2;
2011093;"Suchowola (3)";-3,6;-4,0;-4,3;-2,0;
2011102;"Szudziałowo (2)";-5,7;-1,7;-8,8;0,3;
2012012;"Bakałarzewo (2)";-2,9;-4,5;-5,8;4,2;
2012022;"Filipów (2)";-5,7;-8,0;-10,8;-5,8;
2012032;"Jeleniewo (2)";-1,3;-1,9;-6,3;-6,4;
2012042;"Przerośl (2)";-10,0;-8,8;-7,8;-6,1;
2012052;"Raczki (2)";-4,2;-4,8;-8,0;-11,7;
2012062;"Rutka-Tartak (2)";-8,8;0,4;-11,4;-6,9;
2012072;"Suwałki (2)";5,3;11,4;2,8;6,1;
2012082;"Szypliszki (2)";-2,0;-7,4;-5,1;-4,9;
2012092;"Wiżajny (2)";-7,5;-11,3;-4,2;-25,4;
2013011;"Wysokie Mazowieckie (1)";-5,3;-3,9;-3,6;-8,3;
2013023;"Ciechanowiec (3)";-3,3;-4,1;-6,0;-7,8;
2013033;"Czyżew (3)";2,5;-7,9;-6,9;-1,9;
2013042;"Klukowo (2)";-4,5;-5,6;-6,1;-10,5;
2013052;"Kobylin-Borzymy (2)";-1,8;-6,4;-6,8;-8,4;
2013062;"Kulesze Kościelne (2)";-8,0;-0,6;-4,8;-7,8;
2013072;"Nowe Piekuty (2)";-9,3;-8,3;-1,5;-9,3;
2013082;"Sokoły (2)";-2,1;-1,7;-4,9;-5,0;
2013093;"Szepietowo (3)";-5,1;-3,8;-5,9;-8,4;
2013102;"Wysokie Mazowieckie (2)";-0,6;2,6;-4,8;7,0;
2014011;"Zambrów (1)";-3,2;-4,0;-3,4;-6,5;
2014022;"Kołaki Kościelne (2)";-0,4;-0,4;-8,1;-3,9;
2014032;"Rutki (2)";-10,5;-2,1;-10,0;-5,9;
2014042;"Szumowo (2)";1,2;-6,7;-4,7;-2,9;
2014052;"Zambrów (2)";-2,3;1,3;-2,2;-3,9;
2061011;"Białystok (1)";-0,2;-0,1;-1,1;-1,5;
2062011;"Łomża (1)";-0,4;-0,5;-3,4;-4,6;
2063011;"Suwałki (1)";0,4;-1,2;0,7;-1,5;
2201012;"Borzytuchom (2)";-3,2;16,9;14,6;11,1;
2201023;"Bytów (3)";2,3;-3,2;-5,3;-3,3;
2201032;"Czarna Dąbrówka (2)";-2,2;-3,6;-0,7;-3,4;
2201042;"Kołczygłowy (2)";-4,3;0,2;-2,1;-4,2;
2201052;"Lipnica (2)";-5,6;1,7;0,8;-11,1;
2201063;"Miastko (3)";-5,1;-4,7;-5,0;-4,8;
2201072;"Parchowo (2)";2,2;-7,5;1,6;2,6;
2201082;"Studzienice (2)";-2,5;3,0;10,0;1,6;
2201092;"Trzebielino (2)";-2,7;-6,5;-8,9;2,7;
2201102;"Tuchomie (2)";1,7;-1,4;-6,1;2,1;
2202011;"Chojnice (1)";-3,8;-3,9;-3,0;-3,0;
2202023;"Brusy (3)";-0,1;-0,9;-0,9;-6,6;
2202032;"Chojnice (2)";7,5;4,5;4,9;6,3;
2202043;"Czersk (3)";-1,4;0,8;-1,7;-1,2;
2202052;"Konarzyny (2)";-7,5;-0,4;3,5;2,6;
2203011;"Człuchów (1)";-4,3;-8,8;-5,0;-5,6;
2203023;"Czarne (3)";-5,3;-4,0;-4,8;-2,2;
2203032;"Człuchów (2)";4,6;4,4;0,1;-1,0;
2203043;"Debrzno (3)";-5,4;-7,1;-7,8;-2,5;
2203052;"Koczała (2)";-7,0;-2,9;-13,3;-5,9;
2203062;"Przechlewo (2)";-2,4;-3,5;-4,4;-7,1;
2203072;"Rzeczenica (2)";-9,0;-6,0;-2,2;-6,6;
2204011;"Pruszcz Gdański (1)";13,7;5,2;8,0;10,0;
2204022;"Cedry Wielkie (2)";0,1;4,9;-6,6;4,0;
2204032;"Kolbudy (2)";24,5;21,5;27,9;18,1;
2204042;"Pruszcz Gdański (2)";29,3;29,0;25,4;26,0;
2204052;"Przywidz (2)";6,5;1,0;5,4;8,0;
2204062;"Pszczółki (2)";6,8;14,7;12,3;12,4;
2204072;"Suchy Dąb (2)";-7,1;1,2;3,1;-4,3;
2204082;"Trąbki Wielkie (2)";5,8;0,6;1,1;5,0;
2205012;"Chmielno (2)";-1,9;6,2;4,0;-2,6;
2205023;"Kartuzy (3)";-0,6;-1,9;-1,9;1,1;
2205032;"Przodkowo (2)";11,4;9,7;17,6;11,4;
2205042;"Sierakowice (2)";-1,4;-1,6;-2,1;-0,9;
2205052;"Somonino (2)";3,8;1,0;9,1;2,9;
2205062;"Stężyca (2)";3,1;3,0;3,7;4,9;
2205072;"Sulęczyno (2)";0,6;2,2;-0,2;1,3;
2205083;"Żukowo (3)";26,7;34,0;34,0;34,0;
2206011;"Kościerzyna (1)";-2,8;-3,4;-3,1;-3,0;
2206022;"Dziemiany (2)";2,6;-3,7;1,6;-2,3;
2206032;"Karsin (2)";-5,0;2,2;-3,7;1,9;
2206042;"Kościerzyna (2)";-0,1;6,0;3,3;-0,9;
2206052;"Liniewo (2)";-0,9;-4,5;-5,6;2,2;
2206062;"Lipusz (2)";0,8;1,4;-0,8;-4,6;
2206072;"Nowa Karczma (2)";-4,5;9,1;4,2;2,6;
2206082;"Stara Kiszewa (2)";-3,8;1,8;3,9;-1,8;
2207011;"Kwidzyn (1)";-0,6;-2,6;-1,4;-3,7;
2207022;"Gardeja (2)";-3,3;-3,1;-4,5;-1,9;
2207032;"Kwidzyn (2)";5,1;1,1;-1,4;0,1;
2207043;"Prabuty (3)";-4,6;-3,5;-1,7;-5,9;
2207052;"Ryjewo (2)";-2,2;0,8;0,5;3,6;
2207062;"Sadlinki (2)";-1,0;6,9;0,8;-1,0;
2208011;"Lębork (1)";-0,3;0,3;0,6;-1,3;
2208021;"Łeba (1)";-10,1;-7,0;-4,9;-18,4;
2208032;"Cewice (2)";-6,4;-5,0;-1,7;-9,1;
2208042;"Nowa Wieś Lęborska (2)";-1,8;1,2;-4,1;0,8;
2208052;"Wicko (2)";1,0;4,6;-3,1;-6,9;
2209011;"Malbork (1)";-1,4;-1,4;-3,7;-2,9;
2209032;"Lichnowy (2)";-4,9;-9,0;-9,4;-2,0;
2209042;"Malbork (2)";2,5;1,5;-0,4;2,9;
2209062;"Miłoradz (2)";5,0;0,6;-5,6;-9,5;
2209073;"Nowy Staw (3)";-6,1;-2,1;-4,1;-4,2;
2209082;"Stare Pole (2)";-7,7;-0,9;-6,4;-0,4;
2210011;"Krynica Morska (1)";-3,8;-7,6;0,0;-0,8;
2210023;"Nowy Dwór Gdański (3)";-5,9;-5,8;-3,3;-3,8;
2210032;"Ostaszewo (2)";1,9;-1,5;0,0;4,1;
2210042;"Stegna (2)";-0,4;1,0;1,6;-1,6;
2210052;"Sztutowo (2)";1,1;-4,9;4,4;-5,7;
2211011;"Hel (1)";-22,6;-20,8;-22,6;-9,5;
2211023;"Jastarnia (3)";;-6,9;-11,5;-1,9;
2211031;"Puck (1)";-1,3;0,8;0,3;1,7;
2211043;"Władysławowo (3)";-0,9;-1,6;-5,9;-3,2;
2211052;"Kosakowo (2)";35,1;43,6;46,3;44,4;
2211062;"Krokowa (2)";0,0;-1,8;0,2;-2,7;
2211072;"Puck (2)";3,9;6,3;8,1;7,7;
2212011;"Ustka (1)";-6,7;-3,4;-6,6;-4,4;
2212022;"Damnica (2)";-8,0;-12,2;-10,7;-7,8;
2212032;"Dębnica Kaszubska (2)";-6,4;-3,9;-7,0;-6,3;
2212042;"Główczyce (2)";-11,7;-7,3;-11,6;-10,9;
2212053;"Kępice (3)";-5,9;-4,4;-6,0;-9,2;
2212062;"Kobylnica (2)";27,1;24,5;28,2;19,9;
2212072;"Potęgowo (2)";-7,4;-11,3;-4,9;-4,9;
2212082;"Słupsk (2)";13,7;12,7;14,2;10,3;
2212092;"Smołdzino (2)";0,3;-0,3;-6,1;-5,6;
2212102;"Ustka (2)";6,2;0,6;-0,2;0,7;
2213013;"Czarna Woda (3)";-2,8;-5,3;-5,9;-11,7;
2213021;"Skórcz (1)";-1,1;-4,8;-3,6;-0,8;
2213031;"Starogard Gdański (1)";-1,8;-2,7;-4,7;-0,3;
2213042;"Bobowo (2)";5,4;1,9;2,5;-0,9;
2213052;"Kaliska (2)";-0,2;-0,8;0,2;5,0;
2213062;"Lubichowo (2)";2,3;4,6;6,1;6,6;
2213072;"Osieczna (2)";-8,0;-5,3;2,4;-2,4;
2213082;"Osiek (2)";-9,0;-5,7;-1,3;5,0;
2213093;"Skarszewy (3)";-2,5;-2,4;-3,8;-1,4;
2213102;"Skórcz (2)";-5,8;-2,4;-6,1;-7,4;
2213112;"Smętowo Graniczne (2)";-3,2;-2,5;-2,3;-10,8;
2213122;"Starogard Gdański (2)";5,6;9,2;7,6;2,5;
2213132;"Zblewo (2)";1,1;0,9;3,0;2,2;
2214011;"Tczew (1)";-1,9;-1,1;-1,8;-4,7;
2214023;"Gniew (3)";-4,3;-6,1;-5,3;-2,8;
2214032;"Morzeszczyn (2)";-16,4;-8,2;-6,6;-8,2;
2214043;"Pelplin (3)";-3,5;-6,2;-7,5;-7,9;
2214052;"Subkowy (2)";-0,7;-7,8;-6,6;-2,6;
2214062;"Tczew (2)";10,6;13,2;14,8;18,7;
2215011;"Reda (1)";13,3;10,0;17,0;7,7;
2215021;"Rumia (1)";2,2;4,6;5,8;5,5;
2215031;"Wejherowo (1)";-4,3;-4,9;-4,7;-6,2;
2215042;"Choczewo (2)";-8,8;-10,6;-0,2;-4,0;
2215052;"Gniewino (2)";2,8;3,3;0,1;-2,4;
2215062;"Linia (2)";-1,0;1,7;-2,7;0,8;
2215072;"Luzino (2)";7,2;10,7;8,5;9,0;
2215082;"Łęczyce (2)";-2,2;-6,1;-4,6;-2,9;
2215092;"Szemud (2)";14,0;13,2;15,0;18,6;
2215102;"Wejherowo (2)";12,3;14,6;11,5;20,2;
2216013;"Dzierzgoń (3)";-4,9;-7,5;-6,3;-5,9;
2216022;"Mikołajki Pomorskie (2)";-8,4;-14,9;-6,0;-8,5;
2216032;"Stary Dzierzgoń (2)";-6,1;-4,9;-15,9;-12,9;
2216042;"Stary Targ (2)";-7,2;-7,9;-8,6;-10,6;
2216053;"Sztum (3)";-2,5;-4,6;-5,6;-4,6;
2261011;"Gdańsk (1)";2,7;1,7;4,2;6,7;
2262011;"Gdynia (1)";-0,2;-0,4;0,6;0,8;
2263011;"Słupsk (1)";-3,8;-2,9;-3,7;-1,5;
2264011;"Sopot (1)";-3,7;-4,3;-3,1;-4,2;
2401011;"Będzin (1)";-1,2;-1,3;-1,7;-1,0;
2401021;"Czeladź (1)";-0,3;-1,4;-0,6;-2,4;
2401031;"Wojkowice (1)";5,4;-0,6;2,0;5,6;
2401042;"Bobrowniki (2)";9,8;8,9;14,1;8,7;
2401052;"Mierzęcice (2)";10,1;4,8;2,6;0,3;
2401062;"Psary (2)";9,8;11,1;12,5;14,8;
2401073;"Siewierz (3)";4,0;4,8;3,6;5,1;
2401081;"Sławków (1)";2,3;1,3;3,0;-2,7;
2402011;"Szczyrk (1)";0,0;-5,1;3,5;-1,9;
2402022;"Bestwina (2)";8,1;4,9;8,0;6,3;
2402032;"Buczkowice (2)";3,7;5,7;0,1;5,9;
2402043;"Czechowice-Dziedzice (3)";2,6;1,8;1,4;-0,5;
2402052;"Jasienica (2)";8,0;8,8;8,6;10,0;
2402062;"Jaworze (2)";6,2;5,5;8,3;11,2;
2402072;"Kozy (2)";3,8;6,5;5,4;3,1;
2402082;"Porąbka (2)";3,1;-0,1;2,7;-0,2;
2402093;"Wilamowice (3)";6,5;6,3;6,3;8,9;
2402102;"Wilkowice (2)";2,0;6,5;3,7;11,9;
2403011;"Cieszyn (1)";-0,9;-2,6;-2,3;-1,2;
2403021;"Ustroń (1)";1,8;5,5;3,3;3,9;
2403031;"Wisła (1)";-1,3;0,0;2,1;-4,2;
2403042;"Brenna (2)";8,2;1,6;4,5;6,8;
2403052;"Chybie (2)";2,2;-0,5;1,6;0,7;
2403062;"Dębowiec (2)";1,4;-3,3;-1,9;3,6;
2403072;"Goleszów (2)";4,8;4,0;3,6;4,7;
2403082;"Hażlach (2)";2,9;1,7;3,9;5,1;
2403092;"Istebna (2)";2,2;-0,7;0,2;-1,2;
2403103;"Skoczów (3)";-0,9;3,0;0,7;-1,2;
2403113;"Strumień (3)";1,7;5,4;0,1;2,0;
2403122;"Zebrzydowice (2)";0,6;3,7;0,5;-2,4;
2404013;"Blachownia (3)";1,1;0,7;2,9;-0,2;
2404022;"Dąbrowa Zielona (2)";8,7;3,1;1,0;7,5;
2404032;"Janów (2)";4,2;3,7;1,0;5,7;
2404042;"Kamienica Polska (2)";0,5;1,6;-2,9;0,5;
2404052;"Kłomnice (2)";0,3;2,6;1,1;0,0;
2404063;"Koniecpol (3)";-2,9;-4,6;-6,1;-5,4;
2404072;"Konopiska (2)";3,4;1,7;0,5;4,0;
2404082;"Kruszyna (2)";-1,0;-1,6;-0,4;-6,6;
2404092;"Lelów (2)";1,6;-1,4;-2,0;2,9;
2404102;"Mstów (2)";4,5;1,6;3,5;3,0;
2404112;"Mykanów (2)";6,9;3,3;2,8;4,2;
2404122;"Olsztyn (2)";5,8;1,7;4,5;3,4;
2404132;"Poczesna (2)";0,9;2,0;2,1;2,6;
2404142;"Przyrów (2)";-1,3;-2,1;0,5;-2,1;
2404152;"Rędziny (2)";0,8;-0,2;3,9;-0,3;
2404162;"Starcza (2)";6,0;5,3;5,0;0,0;
2405011;"Knurów (1)";-5,0;-5,2;-6,3;-4,3;
2405021;"Pyskowice (1)";-0,3;2,1;2,5;-0,8;
2405032;"Gierałtowice (2)";11,2;10,2;4,8;9,9;
2405042;"Pilchowice (2)";10,4;11,3;3,8;11,2;
2405052;"Rudziniec (2)";1,2;5,6;-0,8;3,9;
2405063;"Sośnicowice (3)";11,1;4,3;4,3;6,9;
2405073;"Toszek (3)";-0,4;1,5;-2,8;-0,3;
2405082;"Wielowieś (2)";-1,0;0,9;1,5;1,4;
2406013;"Kłobuck (3)";-0,3;-0,6;0,5;-3,4;
2406023;"Krzepice (3)";-2,6;-3,6;-2,5;-2,3;
2406032;"Lipie (2)";-5,2;-3,8;-1,6;-5,9;
2406042;"Miedźno (2)";0,7;-2,8;3,7;-1,5;
2406052;"Opatów (2)";-0,3;-2,3;1,5;-0,7;
2406062;"Panki (2)";-5,7;4,1;0,0;-7,5;
2406072;"Popów (2)";3,0;1,2;-2,0;1,9;
2406082;"Przystajń (2)";3,1;-1,0;2,2;-5,1;
2406092;"Wręczyca Wielka (2)";3,8;4,4;0,9;3,0;
2407011;"Lubliniec (1)";-0,7;-0,2;0,4;0,1;
2407022;"Boronów (2)";2,4;-0,6;2,6;0,9;
2407032;"Ciasna (2)";-3,3;-0,9;-0,4;-5,6;
2407042;"Herby (2)";-1,6;0,4;-2,8;-0,4;
2407052;"Kochanowice (2)";3,5;1,6;-4,6;1,2;
2407062;"Koszęcin (2)";0,8;0,6;0,8;-0,6;
2407072;"Pawonków (2)";-2,6;-4,2;-1,1;-1,4;
2407083;"Woźniki (3)";-1,7;2,7;-1,3;4,9;
2408011;"Łaziska Górne (1)";-0,4;-0,4;-1,4;-2,9;
2408021;"Mikołów (1)";4,6;5,1;8,6;5,3;
2408031;"Orzesze (1)";7,4;8,4;6,0;11,3;
2408042;"Ornontowice (2)";5,2;4,7;4,8;7,5;
2408052;"Wyry (2)";12,8;16,5;12,5;19,6;
2409011;"Myszków (1)";-1,0;-2,0;-3,7;-1,2;
2409023;"Koziegłowy (3)";2,2;1,0;1,7;5,7;
2409032;"Niegowa (2)";-3,0;-3,7;-5,7;-8,0;
2409042;"Poraj (2)";3,4;3,7;7,6;4,0;
2409053;"Żarki (3)";3,2;2,1;2,2;4,0;
2410012;"Goczałkowice-Zdrój (2)";2,7;1,8;3,3;0,4;
2410022;"Kobiór (2)";0,2;1,4;-0,6;6,7;
2410032;"Miedźna (2)";-1,5;1,4;1,4;-1,6;
2410042;"Pawłowice (2)";-6,4;-3,2;-2,9;-3,5;
2410053;"Pszczyna (3)";1,1;1,8;0,1;0,3;
2410062;"Suszec (2)";0,7;-0,8;6,6;3,2;
2411011;"Racibórz (1)";-2,3;-1,8;-3,9;-2,5;
2411022;"Kornowac (2)";1,7;-1,4;-0,6;1,9;
2411033;"Krzanowice (3)";-4,3;-3,6;2,3;3,5;
2411042;"Krzyżanowice (2)";0,7;1,3;2,9;-1,0;
2411053;"Kuźnia Raciborska (3)";1,3;2,8;4,9;-4,1;
2411062;"Nędza (2)";3,7;3,5;2,8;-1,5;
2411072;"Pietrowice Wielkie (2)";1,9;2,6;-4,3;1,9;
2411082;"Rudnik (2)";2,5;-0,6;5,8;4,2;
2412013;"Czerwionka-Leszczyny (3)";0,5;-0,1;0,4;-2,1;
2412022;"Gaszowice (2)";6,7;1,4;7,3;5,0;
2412032;"Jejkowice (2)";2,2;2,7;-4,8;5,1;
2412042;"Lyski (2)";4,1;2,9;0,5;0,4;
2412052;"Świerklany (2)";0,7;3,0;4,5;2,7;
2413011;"Kalety (1)";0,5;3,2;2,9;-0,3;
2413021;"Miasteczko Śląskie (1)";5,0;1,2;3,6;1,9;
2413031;"Radzionków (1)";-2,8;-2,0;0,7;2,3;
2413041;"Tarnowskie Góry (1)";3,7;2,4;4,3;5,6;
2413052;"Krupski Młyn (2)";0,0;-9,7;2,5;-6,9;
2413062;"Ożarowice (2)";4,2;0,9;14,9;5,0;
2413072;"Świerklaniec (2)";7,5;10,6;12,6;14,1;
2413082;"Tworóg (2)";9,8;3,4;0,9;3,9;
2413092;"Zbrosławice (2)";1,8;8,1;7,7;11,1;
2414011;"Bieruń (1)";-3,3;-2,0;-4,9;-5,2;
2414021;"Imielin (1)";8,2;11,1;10,5;8,5;
2414031;"Lędziny (1)";-1,3;-0,7;-3,1;-2,7;
2414042;"Bojszowy (2)";3,8;7,8;9,3;7,5;
2414052;"Chełm Śląski (2)";4,9;3,4;11,5;7,6;
2415011;"Pszów (1)";-1,5;-3,7;-5,9;-5,2;
2415021;"Radlin (1)";-1,1;-0,7;0,4;-0,3;
2415031;"Rydułtowy (1)";-2,4;-1,5;-0,6;-3,4;
2415041;"Wodzisław Śląski (1)";-2,7;-3,1;-4,5;-3,8;
2415052;"Godów (2)";4,8;2,1;4,2;1,7;
2415062;"Gorzyce (2)";9,0;5,5;6,2;6,2;
2415072;"Lubomia (2)";-2,0;-0,6;-0,6;1,5;
2415082;"Marklowice (2)";-9,8;2,6;-7,6;1,5;
2415092;"Mszana (2)";3,4;1,7;-0,9;-0,1;
2416011;"Poręba (1)";1,0;-0,6;0,8;-2,5;
2416021;"Zawiercie (1)";-2,4;-3,2;-1,4;-0,7;
2416032;"Irządze (2)";-6,3;-1,5;-2,6;-3,4;
2416042;"Kroczyce (2)";0,8;5,4;3,6;3,3;
2416053;"Łazy (3)";3,7;4,3;2,3;3,1;
2416063;"Ogrodzieniec (3)";1,2;1,8;1,2;-0,8;
2416073;"Pilica (3)";0,8;-1,6;-4,3;-4,5;
2416083;"Szczekociny (3)";-2,9;-3,6;-4,2;-5,1;
2416092;"Włodowice (2)";-1,7;3,1;3,2;4,2;
2416102;"Żarnowiec (2)";-0,4;-2,3;-4,3;-5,0;
2417011;"Żywiec (1)";-1,1;-1,3;-3,3;-5,9;
2417022;"Czernichów (2)";2,8;0,6;2,7;-1,0;
2417032;"Gilowice (2)";1,6;3,5;-0,8;2,9;
2417042;"Jeleśnia (2)";-0,5;0,5;-0,3;-2,0;
2417052;"Koszarawa (2)";0,4;-15,8;0,4;-5,9;
2417062;"Lipowa (2)";2,8;4,8;6,7;4,3;
2417072;"Łękawica (2)";-0,9;6,4;-0,2;1,5;
2417082;"Łodygowice (2)";6,7;5,0;6,3;8,1;
2417092;"Milówka (2)";-4,4;-0,5;3,1;0,8;
2417102;"Radziechowy-Wieprz (2)";1,6;-2,8;1,5;0,8;
2417112;"Rajcza (2)";-1,7;-2,8;-3,0;-1,7;
2417122;"Ślemień (2)";2,3;1,1;-1,7;-1,7;
2417132;"Świnna (2)";-1,9;0,5;0,9;-0,6;
2417142;"Ujsoły (2)";2,2;-0,4;-5,1;-2,9;
2417152;"Węgierska Górka (2)";-0,3;-2,0;-2,6;-1,2;
2461011;"Bielsko-Biała (1)";-1,8;-2,1;-1,5;-2,2;
2462011;"Bytom (1)";-3,8;-3,1;-5,0;-4,5;
2463011;"Chorzów (1)";-0,6;0,4;-0,8;-1,9;
2464011;"Częstochowa (1)";-2,7;-2,6;-3,7;-3,4;
2465011;"Dąbrowa Górnicza (1)";-2,1;-2,9;-3,3;-3,4;
2466011;"Gliwice (1)";-2,7;-3,3;-3,3;-3,1;
2467011;"Jastrzębie-Zdrój (1)";-3,9;-4,4;-4,3;-4,0;
2468011;"Jaworzno (1)";-2,3;-2,5;-2,2;-2,0;
2469011;"Katowice (1)";-2,8;-2,4;-2,5;-2,4;
2470011;"Mysłowice (1)";-2,6;-0,6;-0,4;1,1;
2471011;"Piekary Śląskie (1)";-4,9;-3,1;-2,6;-2,0;
2472011;"Ruda Śląska (1)";-3,4;-3,2;-3,3;-3,2;
2473011;"Rybnik (1)";-2,2;-2,9;-3,3;-3,3;
2474011;"Siemianowice Śląskie (1)";-3,7;-3,4;-3,2;-1,0;
2475011;"Sosnowiec (1)";-3,4;-3,4;-4,2;-4,0;
2476011;"Świętochłowice (1)";-4,5;-4,5;-4,3;-4,7;
2477011;"Tychy (1)";-1,8;-1,2;-1,6;-1,6;
2478011;"Zabrze (1)";-3,6;-4,2;-3,9;-3,5;
2479011;"Żory (1)";-2,6;0,7;0,7;-0,6;
2601013;"Busko-Zdrój (3)";-1,8;-1,1;-1,0;-1,4;
2601022;"Gnojno (2)";2,0;-3,6;0,5;-2,7;
2601033;"Nowy Korczyn (3)";;;;-6,0;
2601043;"Pacanów (3)";;;;-0,7;
2601052;"Solec-Zdrój (2)";4,9;-1,0;1,0;-1,0;
2601063;"Stopnica (3)";0,9;-5,2;-3,4;-1,8;
2601072;"Tuczępy (2)";0,0;2,1;3,2;-0,8;
2601083;"Wiślica (3)";;;1,3;-6,7;
2602012;"Imielno (2)";0,7;-3,6;2,9;-5,5;
2602023;"Jędrzejów (3)";-3,2;-1,7;-3,3;-4,3;
2602033;"Małogoszcz (3)";-3,6;-3,4;-2,2;-4,7;
2602042;"Nagłowice (2)";-3,0;-4,6;-2,6;-6,7;
2602052;"Oksa (2)";-1,7;7,0;3,0;0,4;
2602063;"Sędziszów (3)";-2,9;-6,8;-2,3;-3,7;
2602072;"Słupia (2)";2,5;-0,7;-1,6;-3,5;
2602082;"Sobków (2)";0,0;-0,6;-2,5;0,7;
2602092;"Wodzisław (2)";-3,8;-0,6;-6,5;-5,6;
2603012;"Bejsce (2)";0,7;0,5;2,0;0,0;
2603022;"Czarnocin (2)";-1,0;0,0;-3,1;-6,6;
2603033;"Kazimierza Wielka (3)";-1,1;0,1;-1,8;-1,3;
2603043;"Opatowiec (3)";;;;1,8;
2603053;"Skalbmierz (3)";-1,1;-2,6;-4,1;-4,2;
2604012;"Bieliny (2)";-2,2;0,3;0,2;-1,6;
2604023;"Bodzentyn (3)";-1,0;-2,1;-4,6;-2,2;
2604033;"Chęciny (3)";0,5;0,1;3,1;1,3;
2604043;"Chmielnik (3)";-1,9;0,3;-1,9;-2,2;
2604053;"Daleszyce (3)";2,4;2,7;4,2;0,6;
2604062;"Górno (2)";5,3;6,5;0,3;5,9;
2604073;"Łagów (3)";;;-3,8;-3,6;
2604082;"Łopuszno (2)";-1,9;0,8;-1,1;-4,5;
2604092;"Masłów (2)";3,7;7,1;13,4;8,2;
2604102;"Miedziana Góra (2)";4,2;7,9;6,4;7,4;
2604112;"Mniów (2)";0,0;-2,4;-3,2;-1,7;
2604123;"Morawica (3)";;13,2;9,8;11,4;
2604133;"Nowa Słupia (3)";;;;-2,7;
2604142;"Piekoszów (2)";3,4;4,2;0,7;-0,2;
2604153;"Pierzchnica (3)";;;;2,3;
2604162;"Raków (2)";-4,8;-2,7;-3,7;-3,9;
2604172;"Nowiny (2)";0,6;8,1;4,0;7,6;
2604182;"Strawczyn (2)";3,7;2,3;4,9;7,8;
2604192;"Zagnańsk (2)";2,0;1,8;-1,3;0,5;
2605012;"Fałków (2)";0,2;-4,2;-6,7;-12,2;
2605022;"Gowarczów (2)";-2,3;-0,6;-0,6;1,3;
2605033;"Końskie (3)";-2,7;-2,5;-3,5;-5,1;
2605043;"Radoszyce (3)";;;-4,0;-4,9;
2605052;"Ruda Maleniecka (2)";-2,8;1,3;0,0;0,6;
2605062;"Słupia Konecka (2)";-4,1;-3,5;-8,9;0,9;
2605072;"Smyków (2)";-5,8;-0,5;-2,6;-2,9;
2605083;"Stąporków (3)";-2,1;-5,9;-4,9;-5,3;
2606012;"Baćkowice (2)";-6,1;-4,5;-2,7;3,9;
2606022;"Iwaniska (2)";-1,8;-4,1;-5,2;-4,4;
2606032;"Lipnik (2)";-6,3;-3,6;-4,3;-6,7;
2606043;"Opatów (3)";-3,2;-2,8;1,4;-4,0;
2606053;"Ożarów (3)";-4,6;-0,6;-3,0;-6,6;
2606062;"Sadowie (2)";0,2;-5,0;-0,5;0,8;
2606072;"Tarłów (2)";-2,1;1,9;-2,3;-9,3;
2606082;"Wojciechowice (2)";1,0;-2,9;-2,0;-2,2;
2607011;"Ostrowiec Świętokrzyski (1)";-2,9;-4,3;-4,8;-4,7;
2607022;"Bałtów (2)";-1,4;-2,6;0,0;-7,5;
2607032;"Bodzechów (2)";1,7;2,9;0,4;-0,7;
2607043;"Ćmielów (3)";-1,5;-3,5;-3,8;0,1;
2607053;"Kunów (3)";1,1;-0,1;-0,2;-4,0;
2607062;"Waśniów (2)";-4,7;-2,7;-1,7;-7,4;
2608013;"Działoszyce (3)";-2,3;-6,3;-0,4;-1,0;
2608022;"Kije (2)";1,3;0,4;2,7;-0,2;
2608032;"Michałów (2)";-5,1;-2,8;5,2;-1,5;
2608043;"Pińczów (3)";-2,3;-4,2;-4,3;-6,4;
2608052;"Złota (2)";-0,7;-0,9;-0,5;2,7;
2609011;"Sandomierz (1)";-2,2;-2,6;-3,5;-7,9;
2609022;"Dwikozy (2)";0,3;0,8;-4,8;-5,2;
2609032;"Klimontów (2)";-3,5;-6,5;-5,3;-5,6;
