"Kod";"Nazwa";"ogółem;wodociąg;2019;[%]";"ogółem;kanalizacja;2019;[%]";"ogółem;gaz;2019;[%]";
2607022;"Bałtów (2)";81,0;36,4;0,0;
2607032;"Bodzechów (2)";89,4;40,4;31,1;
2607043;"Ćmielów (3)";84,9;31,9;42,3;
2607053;"Kunów (3)";98,1;48,1;30,9;
2607062;"Waśniów (2)";85,1;11,7;0,0;
2608013;"Działoszyce (3)";99,9;22,1;0,0;
2608022;"Kije (2)";94,9;57,6;0,1;
2608032;"Michałów (2)";75,8;14,9;0,0;
2608043;"Pińczów (3)";93,4;69,4;3,8;
2608052;"Złota (2)";91,8;33,6;0,0;
2609011;"Sandomierz (1)";92,4;82,6;92,7;
2609022;"Dwikozy (2)";88,6;9,9;39,8;
2609032;"Klimontów (2)";60,7;24,7;9,4;
2609043;"Koprzywnica (3)";90,5;29,5;36,0;
2609052;"Łoniów (2)";95,3;26,3;27,9;
2609062;"Obrazów (2)";96,9;14,7;62,2;
2609072;"Samborzec (2)";88,2;21,2;64,0;
2609082;"Wilczyce (2)";81,8;0,0;27,1;
2609093;"Zawichost (3)";85,1;20,2;24,3;
2610011;"Skarżysko-Kamienna (1)";96,6;89,2;78,7;
2610022;"Bliżyn (2)";98,6;33,6;41,1;
2610032;"Łączna (2)";98,9;40,2;2,8;
2610042;"Skarżysko Kościelne (2)";89,9;64,0;17,7;
2610053;"Suchedniów (3)";96,8;52,9;59,3;
2611011;"Starachowice (1)";96,8;86,3;77,7;
2611022;"Brody (2)";91,2;75,3;48,7;
2611032;"Mirzec (2)";95,4;50,6;24,5;
2611042;"Pawłów (2)";99,7;46,2;24,3;
2611053;"Wąchock (3)";86,2;73,4;39,4;
2612012;"Bogoria (2)";94,1;49,9;11,6;
2612022;"Łubnice (2)";96,3;0,0;0,0;
2612033;"Oleśnica (3)";97,2;49,7;49,9;
2612043;"Osiek (3)";99,9;19,5;0,0;
2612053;"Połaniec (3)";100,0;94,0;2,1;
2612062;"Rytwiany (2)";84,6;33,7;17,4;
2612073;"Staszów (3)";89,7;67,9;54,8;
2612083;"Szydłów (3)";85,1;21,1;11,7;
2613012;"Kluczewsko (2)";84,9;53,8;0,0;
2613022;"Krasocin (2)";92,5;57,1;0,0;
2613032;"Moskorzew (2)";40,4;0,0;0,0;
2613042;"Radków (2)";78,6;48,1;0,2;
2613052;"Secemin (2)";86,4;35,4;0,0;
2613063;"Włoszczowa (3)";85,0;59,8;1,5;
2661011;"Kielce (1)";95,9;90,2;84,0;
2801011;"Bartoszyce (1)";98,3;99,6;88,6;
2801021;"Górowo Iławeckie (1)";100,0;90,3;64,3;
2801032;"Bartoszyce (2)";98,6;44,5;2,6;
2801043;"Bisztynek (3)";90,0;55,5;0,4;
2801052;"Górowo Iławeckie (2)";89,1;33,3;2,1;
2801063;"Sępopol (3)";89,4;38,3;0,0;
2802011;"Braniewo (1)";99,9;98,1;0,0;
2802022;"Braniewo (2)";89,5;47,6;0,0;
2802033;"Frombork (3)";99,6;70,6;0,0;
2802042;"Lelkowo (2)";87,5;36,1;0,0;
2802053;"Pieniężno (3)";74,3;53,7;0,0;
2802062;"Płoskinia (2)";83,3;30,8;0,0;
2802072;"Wilczęta (2)";89,8;44,4;0,0;
2803011;"Działdowo (1)";99,0;96,8;88,7;
2803022;"Działdowo (2)";82,9;39,2;10,0;
2803032;"Iłowo-Osada (2)";100,0;75,9;31,0;
2803043;"Lidzbark (3)";90,0;52,4;52,8;
2803052;"Płośnica (2)";92,2;34,7;11,2;
2803062;"Rybno (2)";91,3;55,3;0,8;
2804012;"Elbląg (2)";92,3;28,1;25,0;
2804022;"Godkowo (2)";93,8;23,9;0,0;
2804032;"Gronowo Elbląskie (2)";99,7;19,2;0,0;
2804042;"Markusy (2)";97,0;3,9;0,0;
2804052;"Milejewo (2)";92,5;18,1;0,0;
2804063;"Młynary (3)";96,8;37,1;0,0;
2804073;"Pasłęk (3)";93,8;76,2;0,0;
2804082;"Rychliki (2)";91,7;26,1;0,0;
2804093;"Tolkmicko (3)";96,3;91,2;0,0;
2805011;"Ełk (1)";98,6;94,5;66,1;
2805022;"Ełk (2)";83,5;58,9;0,0;
2805032;"Kalinowo (2)";86,5;59,2;0,4;
2805042;"Prostki (2)";95,0;32,0;0,0;
2805052;"Stare Juchy (2)";82,8;35,4;0,0;
2806011;"Giżycko (1)";97,7;95,8;84,6;
2806042;"Giżycko (2)";99,9;75,0;50,7;
2806052;"Kruklanki (2)";96,6;67,3;0,0;
2806062;"Miłki (2)";84,0;51,3;0,0;
2806083;"Ryn (3)";98,4;95,1;81,0;
2806102;"Wydminy (2)";78,9;38,2;0,0;
2807011;"Iława (1)";96,8;93,6;72,4;
2807021;"Lubawa (1)";99,5;96,7;2,1;
2807032;"Iława (2)";98,5;80,1;6,3;
2807043;"Kisielice (3)";99,0;43,0;4,6;
2807052;"Lubawa (2)";100,0;36,9;0,5;
2807063;"Susz (3)";96,1;76,3;30,6;
2807073;"Zalewo (3)";81,3;39,3;0,0;
2808011;"Kętrzyn (1)";99,9;98,4;94,1;
2808022;"Barciany (2)";81,8;45,7;0,9;
2808032;"Kętrzyn (2)";84,0;36,5;6,7;
2808043;"Korsze (3)";99,8;53,4;3,3;
2808053;"Reszel (3)";93,8;66,9;54,0;
2808062;"Srokowo (2)";91,7;61,2;25,3;
2809011;"Lidzbark Warmiński (1)";98,5;91,9;59,7;
2809022;"Kiwity (2)";85,3;7,8;0,0;
2809032;"Lidzbark Warmiński (2)";77,4;9,9;0,8;
2809042;"Lubomino (2)";96,8;39,8;3,7;
2809053;"Orneta (3)";98,1;79,3;0,0;
2810011;"Mrągowo (1)";99,9;99,9;79,5;
2810023;"Mikołajki (3)";98,3;89,5;36,6;
2810032;"Mrągowo (2)";100,0;39,1;7,4;
2810042;"Piecki (2)";98,0;52,8;0,0;
2810052;"Sorkwity (2)";97,5;30,3;0,0;
2811012;"Janowiec Kościelny (2)";98,2;19,7;0,0;
2811022;"Janowo (2)";98,1;72,5;0,0;
2811032;"Kozłowo (2)";76,3;30,5;0,0;
2811043;"Nidzica (3)";92,7;77,0;55,6;
2812011;"Nowe Miasto Lubawskie (1)";89,8;82,1;2,4;
2812022;"Biskupiec (2)";96,8;61,9;0,1;
2812032;"Grodziczno (2)";94,4;0,0;0,0;
2812042;"Kurzętnik (2)";97,4;45,7;1,0;
2812052;"Nowe Miasto Lubawskie (2)";82,4;28,2;0,3;
2813032;"Kowale Oleckie (2)";70,1;40,7;0,0;
2813043;"Olecko (3)";94,6;85,8;55,2;
2813052;"Świętajno (2)";76,6;48,5;0,0;
2813062;"Wieliczki (2)";87,0;18,0;0,0;
2814013;"Barczewo (3)";99,9;58,6;23,5;
2814023;"Biskupiec (3)";89,1;65,4;53,1;
2814033;"Dobre Miasto (3)";93,8;75,2;52,5;
2814042;"Dywity (2)";90,4;59,4;50,3;
2814052;"Gietrzwałd (2)";95,6;87,3;19,9;
2814063;"Jeziorany (3)";79,6;60,9;0,0;
2814072;"Jonkowo (2)";91,1;61,3;21,3;
2814082;"Kolno (2)";93,1;37,5;0,0;
2814093;"Olsztynek (3)";95,5;80,5;49,6;
2814102;"Purda (2)";75,7;42,1;12,8;
2814112;"Stawiguda (2)";99,9;95,9;31,1;
2814122;"Świątki (2)";77,9;33,6;0,0;
2815011;"Ostróda (1)";98,6;94,5;84,1;
2815022;"Dąbrówno (2)";95,2;59,2;0,0;
2815032;"Grunwald (2)";89,7;35,3;0,0;
2815042;"Łukta (2)";86,6;80,7;0,0;
2815052;"Małdyty (2)";94,7;33,7;0,0;
2815063;"Miłakowo (3)";89,1;37,8;10,5;
2815073;"Miłomłyn (3)";94,0;68,0;0,0;
2815083;"Morąg (3)";97,0;78,2;36,4;
2815092;"Ostróda (2)";96,4;66,6;16,2;
2816013;"Biała Piska (3)";84,0;52,6;0,0;
2816023;"Orzysz (3)";76,7;63,4;0,0;
2816033;"Pisz (3)";89,6;77,3;46,2;
2816043;"Ruciane-Nida (3)";92,5;85,8;0,3;
2817011;"Szczytno (1)";100,0;92,1;89,2;
2817022;"Dźwierzuty (2)";83,9;59,0;0,0;
2817032;"Jedwabno (2)";77,6;63,0;0,1;
2817043;"Pasym (3)";86,9;44,0;0,0;
2817052;"Rozogi (2)";97,0;27,8;0,0;
2817062;"Szczytno (2)";90,7;45,5;18,4;
2817072;"Świętajno (2)";95,4;68,5;0,0;
2817083;"Wielbark (3)";91,6;20,9;0,0;
2818012;"Banie Mazurskie (2)";95,4;23,8;0,0;
2818022;"Dubeninki (2)";99,3;47,7;0,0;
2818033;"Gołdap (3)";92,2;76,0;0,7;
2819012;"Budry (2)";92,3;22,2;0,0;
2819022;"Pozezdrze (2)";93,4;50,3;10,2;
2819033;"Węgorzewo (3)";99,8;67,8;52,9;
2861011;"Elbląg (1)";98,7;94,6;84,1;
2862011;"Olsztyn (1)";99,9;100,0;77,1;
3001011;"Chodzież (1)";98,7;93,8;97,5;
3001022;"Budzyń (2)";99,9;65,5;48,4;
3001032;"Chodzież (2)";100,0;73,3;18,7;
3001043;"Margonin (3)";98,4;79,9;56,7;
3001053;"Szamocin (3)";99,9;75,5;28,2;
3002011;"Czarnków (1)";98,2;94,6;96,7;
3002022;"Czarnków (2)";87,6;34,6;0,2;
3002032;"Drawsko (2)";93,8;55,6;0,0;
3002043;"Krzyż Wielkopolski (3)";98,4;70,0;0,0;
3002052;"Lubasz (2)";86,3;52,5;2,1;
3002062;"Połajewo (2)";99,1;42,1;0,0;
3002073;"Trzcianka (3)";93,8;78,1;19,4;
3002083;"Wieleń (3)";80,1;41,5;0,6;
3003011;"Gniezno (1)";97,8;87,7;87,0;
3003023;"Czerniejewo (3)";95,2;75,6;10,3;
3003032;"Gniezno (2)";88,2;20,6;48,9;
3003042;"Kiszkowo (2)";99,9;83,8;14,8;
3003053;"Kłecko (3)";98,8;72,6;4,0;
3003062;"Łubowo (2)";99,9;95,0;68,9;
3003072;"Mieleszyn (2)";99,9;58,0;1,5;
3003082;"Niechanowo (2)";100,0;44,9;15,9;
3003093;"Trzemeszno (3)";96,7;70,1;8,8;
3003103;"Witkowo (3)";99,4;78,8;5,6;
3004013;"Borek Wielkopolski (3)";99,8;52,5;50,7;
3004023;"Gostyń (3)";99,9;92,6;75,8;
3004033;"Krobia (3)";94,6;58,2;72,5;
3004042;"Pępowo (2)";95,6;44,9;50,7;
3004052;"Piaski (2)";97,3;55,4;64,8;
3004063;"Pogorzela (3)";96,5;49,7;37,2;
3004073;"Poniec (3)";98,3;56,0;41,1;
3005012;"Granowo (2)";99,5;77,1;73,6;
3005023;"Grodzisk Wielkopolski (3)";93,2;75,1;70,2;
3005032;"Kamieniec (2)";99,7;36,5;60,7;
3005043;"Rakoniewice (3)";100,0;43,9;61,9;
3005053;"Wielichowo (3)";83,9;29,8;41,1;
3006013;"Jaraczewo (3)";100,0;34,8;17,7;
3006023;"Jarocin (3)";98,6;91,8;57,7;
3006032;"Kotlin (2)";94,8;70,8;17,8;
3006043;"Żerków (3)";91,6;65,1;29,4;
3007012;"Blizanów (2)";98,9;40,7;22,0;
3007022;"Brzeziny (2)";99,5;29,7;0,0;
3007032;"Ceków-Kolonia (2)";98,6;50,2;11,7;
3007042;"Godziesze Wielkie (2)";90,3;30,5;4,3;
3007052;"Koźminek (2)";99,9;32,7;2,1;
3007062;"Lisków (2)";92,6;28,4;12,9;
3007072;"Mycielin (2)";97,5;13,1;0,0;
3007083;"Opatówek (3)";92,0;38,0;53,0;
3007093;"Stawiszyn (3)";94,3;46,4;0,0;
3007102;"Szczytniki (2)";85,5;15,6;0,0;
3007112;"Żelazków (2)";100,0;48,0;20,4;
3008012;"Baranów (2)";96,9;69,4;21,3;
3008022;"Bralin (2)";97,2;61,5;0,4;
3008033;"Kępno (3)";97,3;83,5;51,3;
3008042;"Łęka Opatowska (2)";98,0;40,7;0,0;
3008052;"Perzów (2)";95,7;53,4;0,0;
3008062;"Rychtal (2)";95,0;73,3;0,0;
3008072;"Trzcinica (2)";99,2;49,0;2,8;
3009011;"Koło (1)";96,5;88,3;9,5;
3009022;"Babiak (2)";95,1;42,3;7,4;
3009032;"Chodów (2)";94,0;13,3;0,0;
3009043;"Dąbie (3)";84,8;25,0;0,0;
3009052;"Grzegorzew (2)";89,8;29,2;0,0;
3009063;"Kłodawa (3)";90,5;43,2;0,0;
3009072;"Koło (2)";97,4;18,8;2,6;
3009082;"Kościelec (2)";96,1;20,4;3,6;
3009092;"Olszówka (2)";90,3;20,8;0,0;
3009102;"Osiek Mały (2)";99,9;45,5;3,4;
3009113;"Przedecz (3)";87,2;33,8;0,0;
3010013;"Golina (3)";99,3;36,9;8,9;
3010022;"Grodziec (2)";99,1;13,8;0,0;
3010032;"Kazimierz Biskupi (2)";98,4;70,8;9,9;
3010043;"Kleczew (3)";100,0;69,3;6,3;
3010052;"Kramsk (2)";97,1;15,5;1,9;
3010062;"Krzymów (2)";98,0;24,5;0,2;
3010073;"Rychwał (3)";92,8;24,4;0,0;
3010082;"Rzgów (2)";99,4;35,0;0,0;
3010092;"Skulsk (2)";89,9;27,2;0,0;
3010103;"Sompolno (3)";99,9;40,8;0,0;
3010112;"Stare Miasto (2)";92,2;33,3;28,7;
3010123;"Ślesin (3)";97,2;67,3;0,0;
3010132;"Wierzbinek (2)";98,5;5,9;0,0;
3010142;"Wilczyn (2)";98,0;60,8;0,0;
3011011;"Kościan (1)";99,9;95,4;94,9;
3011023;"Czempiń (3)";100,0;76,0;20,7;
3011032;"Kościan (2)";99,9;71,9;61,3;
3011043;"Krzywiń (3)";98,9;36,1;3,2;
3011053;"Śmigiel (3)";92,7;72,9;38,4;
3012011;"Sulmierzyce (1)";82,6;77,9;62,6;
3012023;"Kobylin (3)";92,3;40,7;26,6;
3012033;"Koźmin Wielkopolski (3)";97,3;37,3;42,3;
3012043;"Krotoszyn (3)";99,3;69,5;57,8;
3012052;"Rozdrażew (2)";99,9;68,9;0,0;
3012063;"Zduny (3)";97,3;49,9;69,9;
3013012;"Krzemieniewo (2)";96,4;73,1;54,5;
3013022;"Lipno (2)";96,5;52,9;27,3;
3013033;"Osieczna (3)";92,9;63,9;16,2;
3013043;"Rydzyna (3)";95,5;52,7;53,8;
3013052;"Święciechowa (2)";97,6;64,1;21,6;
3013062;"Wijewo (2)";88,8;51,5;0,0;
3013072;"Włoszakowice (2)";94,3;59,1;8,4;
3014012;"Chrzypsko Wielkie (2)";96,1;27,3;0,0;
3014022;"Kwilcz (2)";89,3;57,8;9,0;
3014033;"Międzychód (3)";92,3;73,7;61,3;
3014043;"Sieraków (3)";92,2;71,4;8,7;
3015012;"Kuślin (2)";99,9;22,0;19,8;
3015023;"Lwówek (3)";95,2;57,5;28,8;
3015032;"Miedzichowo (2)";75,2;45,0;3,3;
3015043;"Nowy Tomyśl (3)";97,4;74,0;67,2;
3015053;"Opalenica (3)";96,0;58,3;63,3;
3015063;"Zbąszyń (3)";80,0;57,9;78,3;
3016013;"Oborniki (3)";93,2;81,4;59,8;
3016023;"Rogoźno (3)";96,6;63,4;62,3;
3016032;"Ryczywół (2)";91,9;48,9;0,0;
3017011;"Ostrów Wielkopolski (1)";98,5;92,1;72,1;
3017023;"Nowe Skalmierzyce (3)";97,0;58,1;29,8;
3017033;"Odolanów (3)";99,9;43,5;63,4;
3017042;"Ostrów Wielkopolski (2)";97,7;55,0;13,9;
3017052;"Przygodzice (2)";95,8;39,3;43,5;
3017063;"Raszków (3)";99,7;42,7;7,9;
3017072;"Sieroszewice (2)";99,1;28,9;0,0;
3017082;"Sośnie (2)";89,3;11,8;11,2;
3018012;"Czajków (2)";91,0;0,0;0,0;
3018022;"Doruchów (2)";97,1;38,8;9,6;
3018033;"Grabów nad Prosną (3)";97,4;43,1;18,8;
3018042;"Kobyla Góra (2)";90,0;52,0;11,0;
3018052;"Kraszewice (2)";98,8;53,7;0,0;
3018063;"Mikstat (3)";94,8;88,9;21,9;
3018073;"Ostrzeszów (3)";99,3;64,1;46,9;
3019011;"Piła (1)";97,6;95,4;84,5;
3019022;"Białośliwie (2)";94,3;58,2;16,1;
3019032;"Kaczory (2)";97,1;89,8;41,0;
3019043;"Łobżenica (3)";92,9;51,7;25,9;
3019052;"Miasteczko Krajeńskie (2)";98,6;71,1;26,6;
3019062;"Szydłowo (2)";89,3;59,5;17,2;
3019073;"Ujście (3)";90,2;76,2;34,8;
3019083;"Wyrzysk (3)";98,4;76,5;8,2;
3019093;"Wysoka (3)";92,2;57,8;35,7;
3020013;"Chocz (3)";99,9;22,6;0,1;
3020022;"Czermin (2)";99,9;11,6;0,0;
3020033;"Dobrzyca (3)";99,0;46,6;10,0;
3020042;"Gizałki (2)";88,3;35,4;0,0;
3020052;"Gołuchów (2)";97,0;54,5;27,4;
3020063;"Pleszew (3)";93,1;70,1;11,0;
3021011;"Luboń (1)";93,6;81,8;89,0;
3021021;"Puszczykowo (1)";87,2;86,7;71,1;
3021033;"Buk (3)";95,9;61,6;55,2;
3021042;"Czerwonak (2)";96,5;76,8;66,2;
3021052;"Dopiewo (2)";99,4;89,9;88,4;
3021062;"Kleszczewo (2)";97,4;62,0;74,2;
3021072;"Komorniki (2)";96,7;81,2;99,3;
3021083;"Kostrzyn (3)";100,0;82,5;58,2;
3021093;"Kórnik (3)";94,8;55,1;87,2;
3021103;"Mosina (3)";90,5;74,2;52,1;
3021113;"Murowana Goślina (3)";98,1;71,6;52,7;
3021123;"Pobiedziska (3)";94,0;49,8;75,1;
3021132;"Rokietnica (2)";98,1;73,4;83,1;
3021143;"Stęszew (3)";98,5;81,9;65,4;
3021152;"Suchy Las (2)";94,9;70,8;78,0;
3021163;"Swarzędz (3)";96,6;89,6;78,2;
3021172;"Tarnowo Podgórne (2)";99,9;99,9;90,4;
3022013;"Bojanowo (3)";94,4;83,1;38,6;
3022023;"Jutrosin (3)";93,8;43,2;36,1;
3022033;"Miejska Górka (3)";100,0;55,1;41,6;
3022042;"Pakosław (2)";96,2;66,0;44,6;
3022053;"Rawicz (3)";97,1;73,3;62,5;
3023011;"Słupca (1)";98,1;90,9;7,7;
3023022;"Lądek (2)";96,5;31,3;0,0;
3023032;"Orchowo (2)";92,5;48,0;0,0;
3023042;"Ostrowite (2)";99,9;44,8;0,1;
3023052;"Powidz (2)";92,9;84,2;0,0;
3023062;"Słupca (2)";99,9;41,5;0,8;
3023072;"Strzałkowo (2)";97,3;52,8;7,7;
3023083;"Zagórów (3)";90,3;33,5;0,0;
3024011;"Obrzycko (1)";100,0;96,2;0,0;
3024022;"Duszniki (2)";90,9;56,4;42,7;
3024032;"Kaźmierz (2)";100,0;52,2;53,9;
3024042;"Obrzycko (2)";90,6;70,5;1,5;
3024053;"Ostroróg (3)";93,3;45,0;0,0;
3024063;"Pniewy (3)";92,7;66,9;47,7;
3024073;"Szamotuły (3)";99,9;88,9;23,9;
3024083;"Wronki (3)";98,6;61,6;17,9;
3025012;"Dominowo (2)";94,7;64,4;0,8;
3025022;"Krzykosy (2)";91,5;17,0;2,6;
3025032;"Nowe Miasto nad Wartą (2)";94,2;54,3;34,8;
3025043;"Środa Wielkopolska (3)";100,0;83,6;73,2;
3025052;"Zaniemyśl (2)";91,0;72,8;58,8;
3026012;"Brodnica (2)";99,9;64,4;7,2;
3026023;"Dolsk (3)";99,3;41,4;8,0;
3026033;"Książ Wielkopolski (3)";98,1;33,1;21,9;
3026043;"Śrem (3)";99,3;91,6;79,4;
3027011;"Turek (1)";99,9;95,9;16,4;
3027022;"Brudzew (2)";99,9;31,5;0,0;
3027033;"Dobra (3)";99,7;20,1;0,0;
3027042;"Kawęczyn (2)";92,6;23,2;0,0;
3027052;"Malanów (2)";98,8;21,7;0,0;
3027062;"Przykona (2)";100,0;75,2;0,0;
3027073;"Tuliszków (3)";92,3;26,7;0,0;
3027082;"Turek (2)";100,0;12,2;0,5;
3027092;"Władysławów (2)";99,9;27,1;0,0;
3028011;"Wągrowiec (1)";99,4;93,6;80,5;
3028022;"Damasławek (2)";99,3;64,9;0,0;
3028033;"Gołańcz (3)";95,2;42,8;3,1;
3028042;"Mieścisko (2)";97,3;49,7;1,4;
3028053;"Skoki (3)";90,7;65,3;13,8;
3028062;"Wapno (2)";97,1;66,6;0,0;
3028072;"Wągrowiec (2)";94,4;31,9;2,5;
3029012;"Przemęt (2)";79,7;59,6;0,4;
3029022;"Siedlec (2)";98,8;51,4;73,3;
3029033;"Wolsztyn (3)";94,4;93,7;74,1;
3030012;"Kołaczkowo (2)";99,9;37,5;0,0;
3030023;"Miłosław (3)";99,9;56,3;4,5;
3030033;"Nekla (3)";97,6;40,9;28,2;
3030043;"Pyzdry (3)";99,9;45,1;0,0;
3030053;"Września (3)";97,6;66,4;38,0;
3031011;"Złotów (1)";99,9;96,1;14,7;
3031023;"Jastrowie (3)";90,4;59,5;20,3;
3031033;"Krajenka (3)";84,4;84,0;35,7;
3031042;"Lipka (2)";90,3;39,3;1,3;
3031053;"Okonek (3)";72,2;61,4;16,3;
3031062;"Tarnówka (2)";88,1;71,7;0,0;
3031072;"Zakrzewo (2)";93,6;66,4;0,1;
3031082;"Złotów (2)";92,5;57,3;1,1;
3061011;"Kalisz (1)";97,5;90,1;73,6;
3062011;"Konin (1)";97,5;93,2;32,8;
3063011;"Leszno (1)";98,5;98,0;85,9;
3064011;"Poznań (1)";98,4;95,0;83,1;
3201011;"Białogard (1)";96,2;88,8;35,1;
3201022;"Białogard (2)";92,9;73,3;2,6;
3201033;"Karlino (3)";97,1;90,8;27,7;
3201043;"Tychowo (3)";93,1;70,1;0,0;
3202012;"Bierzwnik (2)";91,3;62,2;0,0;
3202023;"Choszczno (3)";92,2;82,2;68,9;
3202033;"Drawno (3)";90,1;63,5;23,7;
3202042;"Krzęcin (2)";92,3;59,1;38,5;
3202053;"Pełczyce (3)";95,2;92,7;33,5;
3202063;"Recz (3)";90,2;75,5;45,6;
3203013;"Czaplinek (3)";93,3;57,6;53,5;
3203023;"Drawsko Pomorskie (3)";91,6;76,7;65,2;
3203033;"Kalisz Pomorski (3)";94,4;63,5;25,2;
3203052;"Wierzchowo (2)";95,0;58,9;7,3;
3203063;"Złocieniec (3)";99,7;92,1;65,7;
3204023;"Goleniów (3)";94,6;85,4;60,1;
3204033;"Maszewo (3)";89,4;51,2;30,7;
3204043;"Nowogard (3)";96,1;68,5;67,1;
3204052;"Osina (2)";95,5;56,8;63,8;
3204062;"Przybiernów (2)";80,6;31,6;21,1;
3204073;"Stepnica (3)";98,1;96,4;58,4;
3205012;"Brojce (2)";96,5;35,7;0,0;
3205023;"Gryfice (3)";92,7;70,0;68,8;
3205032;"Karnice (2)";94,5;60,9;3,7;
3205043;"Płoty (3)";83,9;48,8;39,6;
3205072;"Rewal (2)";96,2;99,7;79,5;
3205083;"Trzebiatów (3)";97,1;72,1;76,7;
3206012;"Banie (2)";91,4;43,6;0,0;
3206023;"Cedynia (3)";99,2;37,6;0,0;
3206033;"Chojna (3)";96,3;58,3;1,8;
3206043;"Gryfino (3)";90,7;82,8;66,9;
3206053;"Mieszkowice (3)";95,0;75,9;32,7;
3206063;"Moryń (3)";98,6;54,5;0,0;
3206072;"Stare Czarnowo (2)";92,7;72,5;38,4;
3206083;"Trzcińsko-Zdrój (3)";96,4;94,0;0,0;
3206092;"Widuchowa (2)";99,9;33,1;0,0;
3207013;"Dziwnów (3)";81,8;94,6;26,8;
3207023;"Golczewo (3)";98,0;52,6;10,2;
3207033;"Kamień Pomorski (3)";95,7;77,2;40,5;
3207043;"Międzyzdroje (3)";95,6;91,8;45,6;
3207052;"Świerzno (2)";95,9;75,2;24,7;
3207063;"Wolin (3)";93,4;50,4;21,5;
3208011;"Kołobrzeg (1)";100,0;99,1;70,8;
3208022;"Dygowo (2)";94,5;78,0;56,5;
3208033;"Gościno (3)";93,1;79,0;26,4;
3208042;"Kołobrzeg (2)";98,7;93,4;66,6;
3208052;"Rymań (2)";73,1;49,2;23,4;
3208062;"Siemyśl (2)";90,1;76,8;29,1;
3208072;"Ustronie Morskie (2)";92,6;88,4;54,5;
3209012;"Będzino (2)";94,3;42,7;36,5;
3209022;"Biesiekierz (2)";93,2;74,8;71,6;
3209033;"Bobolice (3)";99,6;91,9;8,1;
3209042;"Manowo (2)";99,1;57,8;28,7;
3209053;"Mielno (3)";98,7;99,9;48,3;
3209063;"Polanów (3)";93,5;58,6;0,0;
3209073;"Sianów (3)";92,1;55,6;19,4;
3209082;"Świeszyno (2)";99,0;76,8;52,4;
3210013;"Barlinek (3)";99,0;91,3;72,7;
3210022;"Boleszkowice (2)";89,5;50,0;0,0;
3210033;"Dębno (3)";97,9;78,2;65,6;
3210043;"Myślibórz (3)";98,8;67,6;10,6;
3210052;"Nowogródek Pomorski (2)";89,8;32,7;0,0;
3211012;"Dobra (Szczecińska) (2)";98,3;86,9;87,1;
3211022;"Kołbaskowo (2)";100,0;97,7;47,5;
3211033;"Nowe Warpno (3)";99,9;71,5;0,0;
3211043;"Police (3)";100,0;93,7;82,5;
3212012;"Bielice (2)";95,0;42,8;0,1;
3212022;"Kozielice (2)";99,9;52,1;0,5;
3212033;"Lipiany (3)";97,3;81,4;14,2;
3212042;"Przelewice (2)";97,4;74,0;37,8;
3212053;"Pyrzyce (3)";92,6;73,2;74,3;
3212062;"Warnice (2)";99,9;55,3;11,6;
3213011;"Darłowo (1)";98,1;88,7;88,0;
3213021;"Sławno (1)";98,3;94,7;84,0;
3213032;"Darłowo (2)";90,3;30,6;2,5;
3213042;"Malechowo (2)";86,4;40,2;4,2;
3213052;"Postomino (2)";99,9;45,9;0,2;
3213062;"Sławno (2)";96,3;41,7;0,0;
3214011;"Stargard (1)";98,2;96,0;90,6;
3214023;"Chociwel (3)";99,9;49,5;0,0;
3214033;"Dobrzany (3)";93,8;54,8;0,4;
3214042;"Dolice (2)";97,8;97,8;46,0;
3214053;"Ińsko (3)";93,5;62,6;7,3;
3214062;"Kobylanka (2)";100,0;60,8;66,1;
3214082;"Marianowo (2)";92,5;39,8;0,0;
3214092;"Stara Dąbrowa (2)";99,9;43,1;0,0;
3214102;"Stargard (2)";94,1;60,1;19,3;
3214113;"Suchań (3)";90,1;86,8;0,0;
3215011;"Szczecinek (1)";99,0;96,8;88,9;
3215023;"Barwice (3)";98,8;67,3;16,7;
3215033;"Biały Bór (3)";94,8;66,9;4,6;
3215043;"Borne Sulinowo (3)";95,7;85,6;3,8;
3215052;"Grzmiąca (2)";100,0;63,1;0,0;
3215062;"Szczecinek (2)";99,4;66,4;5,7;
3216011;"Świdwin (1)";95,8;85,6;84,4;
3216022;"Brzeżno (2)";81,3;56,9;33,8;
3216033;"Połczyn-Zdrój (3)";96,4;94,9;16,1;
3216042;"Rąbino (2)";99,9;87,2;6,7;
3216052;"Sławoborze (2)";96,8;91,7;24,2;
3216062;"Świdwin (2)";85,5;45,8;13,8;
3217011;"Wałcz (1)";99,2;97,1;87,4;
3217023;"Człopa (3)";98,2;63,8;0,0;
3217033;"Mirosławiec (3)";94,9;72,3;55,2;
3217043;"Tuczno (3)";99,9;62,0;0,0;
3217052;"Wałcz (2)";93,2;45,8;3,1;
3218013;"Dobra (3)";93,3;68,3;0,3;
3218023;"Łobez (3)";99,0;78,3;53,2;
3218032;"Radowo Małe (2)";98,1;65,8;0,0;
3218043;"Resko (3)";95,9;67,8;31,9;
3218053;"Węgorzyno (3)";93,7;35,7;5,3;
3261011;"Koszalin (1)";100,0;94,5;86,8;
3262011;"Szczecin (1)";95,8;86,3;84,1;
3263011;"Świnoujście (1)";100,0;94,5;70,3;
