"Kod";"Nazwa";"imprezy;ogółem;2016;[szt.]";"imprezy;ogółem;2017;[szt.]";"imprezy;ogółem;2018;[szt.]";"imprezy;ogółem;2019;[szt.]";"uczestnicy imprez;ogółem;2016;[osoba]";"uczestnicy imprez;ogółem;2017;[osoba]";"uczestnicy imprez;ogółem;2018;[osoba]";"uczestnicy imprez;ogółem;2019;[osoba]";
1422023;"Chorzele (3)";44;68;48;35;26681;14050;11410;4155;
1422052;"Krasne (2)";150;158;147;150;10783;11518;14590;9000;
1423012;"Borkowice (2)";20;21;29;18;980;970;1420;1140;
1423063;"Przysucha (3)";14;19;20;15;2500;2700;2600;400;
1423072;"Rusinów (2)";0;2;0;25;0;200;0;4527;
1423082;"Wieniawa (2)";25;28;25;20;1710;2771;2320;2641;
1424043;"Pułtusk (3)";144;141;128;246;20360;25366;23973;32862;
1425011;"Pionki (1)";89;93;153;96;18140;16600;9750;10590;
1425033;"Iłża (3)";50;53;196;59;10600;13000;26200;16050;
1425052;"Jedlińsk (2)";71;73;105;93;11150;10990;19180;13780;
1425062;"Jedlnia-Letnisko (2)";0;0;0;52;0;0;0;2200;
1425092;"Przytyk (2)";0;0;0;1;0;0;0;100;
1425103;"Skaryszew (3)";78;69;66;61;6270;5000;10667;1835;
